Y52E8A.8	2981	687	4.3391557496361
R05F9.4	7125	1431	4.979035639413
ZK546.8	2882	1020	2.82549019607843
C29F5.6	4126	1029	4.00971817298348
F18C5.7	4405	1073	4.10531220876048
T02G5.5	2160	1038	2.08092485549133
K02A2.6	10287	4462	2.30546839982071
R10H1.3	2404	1038	2.31599229287091
C28F5.5	3764	986	3.81744421906694
M110.6	12853	1505	8.54019933554817
ZK1320.8	2610	1419	1.83932346723044
F44F4.8	2599	1020	2.54803921568627
T06D8.4	2599	1020	2.54803921568627
T21B4.11	4616	1073	4.30195712954334
F49C5.8	5951	624	9.53685897435897
Y46G5A.32	4616	1073	4.30195712954334
F15D4.7	32650	7591	4.30114609405875
Y48C3A.2	4616	1073	4.30195712954334
C31C9.5	3094	1626	1.90282902829028
R06A4.3	16808	2099	8.00762267746546
K02B7.1	14994	2892	5.18464730290456
K02B7.2	13602	2011	6.76379910492292
Y53F4B.34	2882	1020	2.82549019607843
K10F12.5	5854	2418	2.42100909842845
C24A1.4	1846	519	3.55684007707129
Y71D11A.4	3126	993	3.14803625377644
Y119D3A.5	3126	1020	3.06470588235294
Y39A3A.1	2810	936	3.00213675213675
Y48G9A.5	4088	986	4.14604462474645
Y53G8AM.1	4664	1038	4.49325626204239
K01A11.5	19748	2534	7.79321231254933
C36A4.7	3608	1020	3.53725490196078
R10E4.8	3628	1020	3.55686274509804
F54D8.5	5258	555	9.47387387387387
F54D8.9	1465	484	3.02685950413223
F52C9.6	970	840	1.1547619047619
K03F8.1	2266	513	4.41715399610136
F27B3.4	2882	1020	2.82549019607843
C13B9.1	2441	476	5.1281512605042
T07E3.1	5896	1770	3.33107344632768
C06E8.4	3508	1662	2.11070998796631
F56C9.2	6238	2531	2.46463848281312
H14A12.1	3816	970	3.9340206185567
F54H12.3	16922	2645	6.39773156899811
C30A5.9	748	201	3.72139303482587
ZK1236.4	11042	1095	10.0840182648402
B0303.5	2130	1038	2.05202312138728
F44E2.2	31787	6819	4.66153394925942
F58A4.13	5215	1215	4.29218106995885
F40F12.2	6929	1215	5.70288065843621
Y66D12A.2	2240	1038	2.15799614643545
Y56A3A.9	2116	1122	1.88591800356506
Y111B2A.37	3608	1020	3.53725490196078
Y37D8A.7	4405	1073	4.10531220876048
Y43F4A.2	19794	7210	2.74535367545076
Y43F4B.2	20238	2543	7.95831694848604
W03G1.4	14996	2892	5.18533886583679
W03G1.3	10433	1769	5.89768230638779
Y55F3C.6	14996	2892	5.18533886583679
Y55F3C.11	10433	1769	5.89768230638779
F58H7.6	12570	5360	2.34514925373134
C44B12.7	10135	1560	6.49679487179487
F38A1.2	2404	1038	2.31599229287091
K03H6.3	7657	1011	7.57368941641939
Y76B12C.5	6886	2817	2.44444444444444
Y38F2AR.4	11134	1940	5.73917525773196
Y69A2AR.20	2098	311	6.7459807073955
Y69A2AR.10	12198	2181	5.59284731774415
Y54G2A.51	31359	3790	8.27414248021108
Y55H10B.2	906	276	3.28260869565217
Y55H10B.1	20403	2290	8.90960698689956
C09G12.7	6241	1803	3.46145313366611
Y46C8AL.6	43801	3834	11.424360980699
K08D10.1	18230	2691	6.77443329617243
K08F11.2	23166	2924	7.92270861833105
R11E3.3	7247	2796	2.59191702432046
C46G7.3	3572	2148	1.66294227188082
Y73B6BL.16	11748	3807	3.08589440504334
B0478.2	9050	2713	3.33579063767048
C06G3.12	1150	333	3.45345345345345
C34D4.5	5106	1875	2.7232
R05G6.2	2639	1020	2.58725490196078
M116.3	12766	1940	6.58041237113402
Y11D7A.6	2277	456	4.99342105263158
F56D5.7	3608	1020	3.53725490196078
C33A12.5	2599	1020	2.54803921568627
T05A1.4	12226	7534	1.62277674542076
ZK1251.4	4616	1073	4.30195712954334
T07G12.7	6871	1443	4.76160776160776
F13E9.7	924	273	3.38461538461538
R07H5.15	8100	1083	7.4792243767313
R07H5.5	3126	1020	3.06470588235294
R07H5.6	6382	845	7.55266272189349
C05C12.9	44633	2505	17.8175648702595
F22B3.3	9240	1803	5.12479201331115
F22B3.6	3548	1662	2.13477737665463
C29E6.6	2882	1020	2.82549019607843
K09E10.3	2892	1020	2.83529411764706
T04A11.11	2160	1038	2.08092485549133
B0564.5	2974	1020	2.9156862745098
C48D1.6	4405	1073	4.10531220876048
Y67H2A.3	11902	1807	6.58660763696735
Y45F10C.5	1409	588	2.39625850340136
Y45F10D.1	2160	1038	2.08092485549133
B0513.10	3126	1020	3.06470588235294
Y37A1A.1	3608	1020	3.53725490196078
C27H2.1	8211	1011	8.12166172106825
H12I19.6	3618	1020	3.54705882352941
R05A10.9	1249	486	2.56995884773663
K01G12.1	28183	2688	10.4847470238095
Y64G10A.3	1552	765	2.02875816993464
Y64G10A.5	2882	1020	2.82549019607843
T27E7.7	3126	1020	3.06470588235294
Y57G11C.19	6052	1053	5.74738841405508
Y73F8A.28	4405	1073	4.10531220876048
Y73F8A.29	3126	1020	3.06470588235294
Y105C5B.22	2942	1020	2.8843137254902
Y105C5B.26	6460	2637	2.44975350777399
Y105C5B.27	3264	1291	2.52827265685515
K03D3.8	17876	2684	6.6602086438152
K03D3.6	9345	1963	4.76057055527254
Y51H4A.29	3638	1020	3.56666666666667
Y51H4A.14	9533	1041	9.15754082612872
C52D10.5	7657	1011	7.57368941641939
Y116A8B.2	2599	1020	2.54803921568627
T02D1.1	5746	2373	2.42140750105352
Y58G8A.2	32107	2980	10.7741610738255
C05E4.8	6208	820	7.57073170731707
R09E12.6	14996	2892	5.18533886583679
R09E12.5	10263	1760	5.83125
R13D11.7	7298	5014	1.45552453131233
R09A1.4	146722	1722	85.2044134727062
T10B5.1	1838	822	2.2360097323601
T10B5.9	1512	822	1.83941605839416
Y32G9A.9	1740	1254	1.38755980861244
F41B5.6	7376	2273	3.24505059392873
F56A4.8	24666	1425	17.3094736842105
Y45G12C.13	60898	2888	21.0865650969529
W02H5.4	17291	1828	9.4589715536105
W02H5.3	17291	1828	9.4589715536105
C36C5.13	1350	912	1.48026315789474
T28A11.14	11177	1163	9.61049011177988
C17B7.7	14916	2892	5.15767634854772
C17B7.13	10463	1769	5.91464104013567
C02A12.7	6637	360	18.4361111111111
T22F3.1	5070	1066	4.75609756097561
B0213.1	4616	1073	4.30195712954334
ZC132.5	26857	5577	4.8156715079792
ZC132.1	2689	1020	2.63627450980392
C03A7.1	12036	4654	2.58616244091104
T05C3.3	24328	3986	6.10336176618164
T05H4.9	11312	1855	6.09811320754717
K04A8.7	7148	892	8.01345291479821
Y51B11A.1	4134	3387	1.22054915854739
T23B12.9	14478	6275	2.30725099601594
T23B12.10	31144	1310	23.7740458015267
T24H5.1	1852	1245	1.48755020080321
F07B7.6	17301	7288	2.37390230515917
K06C4.15	11869	4817	2.46398173136807
K06C4.14	4992	2382	2.09571788413098
ZK682.1	3116	1001	3.11288711288711
C50H2.9	902	444	2.03153153153153
T07C12.2	3138	1662	1.88808664259928
ZK856.2	4405	1073	4.10531220876048
C03E10.2	4712	1073	4.39142590866729
F47G9.5	3608	1020	3.53725490196078
K01D12.2	10703	2739	3.90763052208835
T16A9.1	23041	2634	8.74753227031131
H12D21.8	27937	3418	8.17349327091867
T09F5.7	7208	688	10.4767441860465
T26H8.1	3638	1020	3.56666666666667
C06B8.5	3458	945	3.65925925925926
F35E8.3	4616	1073	4.30195712954334
C31A11.2	3608	1020	3.53725490196078
C31A11.8	4616	1073	4.30195712954334
W06G6.14	7999	1011	7.91196834817013
ZK218.2	2404	1038	2.31599229287091
Y102A5D.1	3424	1681	2.03688280785247
T19C9.7	20148	3666	5.49590834697218
T27C5.9	12384	5037	2.45860631328172
K03D7.1	130494	4490	29.0632516703786
C38D9.3	23105	4591	5.03267262034415
F57G4.3	9405	1221	7.7027027027027
F57G4.2	19789	2305	8.58524945770065
F57G4.5	7216	911	7.92096597145993
F57G4.6	9560	904	10.5752212389381
F57G4.9	9657	1352	7.14275147928994
F57G4.7	45906	3223	14.2432516289172
Y94A7B.2	4616	1073	4.30195712954334
C06H5.10	1390	293	4.74402730375427
Y37H2A.3	3665	1803	2.03272323904603
C14A6.4	3126	1020	3.06470588235294
ZK262.5	2160	1038	2.08092485549133
Y51A2C.1	4261	1073	3.97110904007456
ZK228.2	19009	7166	2.65266536421993
Y51A2D.22	6861	822	8.34671532846715
F11D11.9	3639	1068	3.40730337078652
F11D11.2	3473	1029	3.37512147716229
F21D9.7	13028	6702	1.9438973440764
Y116F11B.27	4204	978	4.29856850715746
Y60A3A.27	4156	1954	2.12691914022518
Y60A3A.36	10910	1574	6.93138500635324
Y60A3A.30	11896	1565	7.60127795527157
B0250.13	1054	158	6.67088607594937
Y38H6C.6	6105	1819	3.35623969213854
Y73B3A.19	2449	945	2.59153439153439
Y73B3A.6	16732	2090	8.00574162679426
Y108F1.2	13036	1728	7.54398148148148
F28C10.2	2336	714	3.27170868347339
F55A4.6	7252	1957	3.70567194685743
F21E9.1	19544	3882	5.03451828954147
F21E9.5	31231	3549	8.79994364609749
H02F09.4	12121	3761	3.22281308162723
R09H3.1	20676	3268	6.32680538555692
Y75D11A.4	3092	1443	2.14275814275814
Y75D11A.5	20693	7746	2.6714433255874
F31A9.6	6450	1077	5.98885793871866
ZC53.3	2646	747	3.5421686746988
Y59E1A.3	2722	935	2.91122994652406
F52D2.3	2722	935	2.91122994652406
Y102A11A.4	5614	2418	2.3217535153019
F48B9.7	890	798	1.11528822055138
K10B3.2	2573	673	3.82317979197623
ZK563.3	3578	1019	3.51128557409225
C12D12.6	17649	1294	13.6391035548686
T14G12.1	7657	1011	7.57368941641939
T14G12.5	8753	6527	1.34104489045503
ZC64.1	5886	726	8.10743801652893
H28G03.4	24035	2090	11.5
C54H2.2	2672	945	2.82751322751323
R173.2	3824	986	3.87829614604462
B0403.1	3892	909	4.28162816281628
C17H11.3	11541	1951	5.91542798564839
C24A3.7	2174	1347	1.61395694135115
F07C7.1	12964	6978	1.85783892232731
T01C1.1	1720	286	6.01398601398601
F08G12.6	3583	1073	3.33923578751165
R03G8.2	7257	530	13.6924528301887
F15A2.7	590	309	1.90938511326861
C31E10.2	1354	662	2.04531722054381
T14C1.2	9241	270	34.2259259259259
F47C8.1	3218	1662	1.93622141997593
Y7A5A.12	3598	1020	3.52745098039216
F23A7.7	24848	3587	6.92723724560914
F38E9.3	8492	3007	2.82407715330895
F35B3.2	2882	1020	2.82549019607843
F35B3.6	3608	1020	3.53725490196078
C30G4.1	2882	1020	2.82549019607843
K09E3.1	4197	2136	1.96488764044944
B0302.3	1042	840	1.24047619047619
B0302.6	4932	1442	3.42024965325936
T25G12.8	4093	771	5.30869001297017
T25G12.9	6424	1077	5.96471680594243
H18N23.1	55469	2363	23.4739737621667
T23E7.1	9729	4291	2.26730365882079
T23E7.3	9341	807	11.5749690210657
F20B4.7	6606	2676	2.46860986547085
F20B4.2	6347	3657	1.7355756084222
